Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Spotify Link,Song Image,Spotify URI,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature,Lyrics,Release Year
Pocketful of Sunshine,Pocketful Of Sunshine,2007-04-27,['Natasha Bedingfield'],"['post-teen pop', 'dance pop', 'pop']",2008,18,202906,https://open.spotify.com/track/1uigwk5hNV84zRd5YQQRTk,https://i.scdn.co/image/ab67616d00001e02861f87fea3ad0f7b23453780,spotify:track:1uigwk5hNV84zRd5YQQRTk,71,0.191,0.721,0.88,0.0,0.0769,-3.896,0.0454,110.021,0.655,9,0,4,,2007.0
Kiss Kiss (feat. T-Pain),Exclusive (Expanded Edition),2007-11-06,"['Chris Brown', 'T-Pain']","['gangster rap', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2008,19,250666,https://open.spotify.com/track/3wKKkGVn7cVSfgPeYYIiXG,https://i.scdn.co/image/ab67616d00001e0239509cc5eadf803928f2f167,spotify:track:3wKKkGVn7cVSfgPeYYIiXG,73,0.0506,0.729,0.658,0.0,0.0693,-3.386,0.225,140.043,0.551,10,0,3,,2007.0
Closer,Year Of The Gentleman (Bonus Track Edition),2008-01-01,['Ne-Yo'],"['urban contemporary', 'dance pop', 'pop', 'r&b']",2008,20,234360,https://open.spotify.com/track/2XbfY2O2v3xwedUJ0J2kkr,https://i.scdn.co/image/ab67616d00001e025694163d7c4ab48251e9b57c,spotify:track:2XbfY2O2v3xwedUJ0J2kkr,68,0.028,0.711,0.753,2.96E-05,0.152,-6.461,0.0766,126.051,0.588,4,0,4,,2008.0
Bubbly,Coco,2007-01-01,['Colbie Caillat'],"['neo mellow', 'dance pop', 'pop']",2008,21,196280,https://open.spotify.com/track/0rFOs9paloAvEtzwDX1Kmc,https://i.scdn.co/image/ab67616d00001e02d8126126dc45e87c32ad916d,spotify:track:0rFOs9paloAvEtzwDX1Kmc,69,0.603,0.697,0.474,0.0,0.11,-6.663,0.0351,127.904,0.249,9,1,4,,2007.0
Touch My Body,E=MC2,2008-04-15,['Mariah Carey'],"['urban contemporary', 'dance pop', 'pop']",2008,22,204733,https://open.spotify.com/track/2aEuXA1KswHlCGPOuPmCOW,https://i.scdn.co/image/ab67616d00001e02633bb0a5f75b91c45c3a6b37,spotify:track:2aEuXA1KswHlCGPOuPmCOW,72,0.0996,0.714,0.665,0.0,0.226,-7.736,0.0509,78.515,0.842,4,0,4,,2008.0
4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version),2009-09-18,"['Madonna', 'Justin Timberlake', 'Timbaland']","['dance pop', 'pop rap', 'pop']",2008,23,189693,https://open.spotify.com/track/1oHClQEgDmmbcEx12Kc5nZ,https://i.scdn.co/image/ab67616d00001e021fc9fd5d701ee05cb39b7b19,spotify:track:1oHClQEgDmmbcEx12Kc5nZ,75,0.00994,0.753,0.931,0.00696,0.234,-4.922,0.0652,113.029,0.767,2,1,4,,2009.0
So What,Giraffe Track,2020-09-25,['Pink Navel'],['boston hip hop'],2008,24,192000,https://open.spotify.com/track/7BpAEEZkSvvTjkFhxVY7zN,https://i.scdn.co/image/ab67616d00001e02d8599c5a329e330cbb30f604,spotify:track:7BpAEEZkSvvTjkFhxVY7zN,12,0.587,0.411,0.761,0.000214,0.349,-7.782,0.255,148.386,0.62,0,0,3,,2020.0
Paralyzer,Them Vs. You Vs. Me (Deluxe Edition),2007-01-01,['Finger Eleven'],"['nu metal', 'canadian rock', 'post-grunge', 'alternative metal', 'funk metal']",2008,25,208106,https://open.spotify.com/track/28IEbk5a7twNTbUEvWslUb,https://i.scdn.co/image/ab67616d00001e02e9c3c16b480e1c5a84d7b188,spotify:track:28IEbk5a7twNTbUEvWslUb,76,0.157,0.644,0.939,0.0,0.233,-3.486,0.0456,106.031,0.861,11,0,4,,2007.0
Clumsy,The Dutchess,2006-09-13,['Fergie'],"['dance pop', 'pop']",2008,26,240426,https://open.spotify.com/track/50xeLNGKmskmYUSINhqvfa,https://i.scdn.co/image/ab67616d00001e020283b8c1365d34315f5807bf,spotify:track:50xeLNGKmskmYUSINhqvfa,64,0.191,0.731,0.563,0.000423,0.296,-4.046,0.131,184.004,0.452,2,1,4,,2006.0
I’m Yours,Top Chart Hits from Yesterday & Today,2023-05-19,['Jason Mraz'],"['neo mellow', 'acoustic pop', 'dance pop', 'pop']",2008,27,242040,https://open.spotify.com/track/2cSSQk3AKWtIEymc4e5yPf,https://i.scdn.co/image/ab67616d00001e02dbf81b927b6cec91e9fa8e54,spotify:track:2cSSQk3AKWtIEymc4e5yPf,0,0.571,0.698,0.45,0.0,0.113,-8.784,0.0442,150.999,0.68,11,1,4,,2023.0
Leavin',Departure - Recharged,,['Jesse McCartney'],"['post-teen pop', 'dance pop', 'pop']",2008,28,216880,https://open.spotify.com/track/20ORwCJusz4KS2PbTPVNKo,https://i.scdn.co/image/ab67616d00001e0240cf6d7e6353abac2fb22b7c,spotify:track:20ORwCJusz4KS2PbTPVNKo,63,0.0283,0.687,0.71,3.71E-06,0.0689,-5.84,0.0522,79.235,0.886,9,1,4,,
Dangerous,Not 4 Sale,2008-01-01,"['Kardinal Offishall', 'Akon']","['canadian old school hip hop', 'dance pop', 'toronto rap']",2008,29,246053,https://open.spotify.com/track/4NOZ35Dhucr6UlVyLOtktd,https://i.scdn.co/image/ab67616d00001e02cedc24abc2e757d13b386d1e,spotify:track:4NOZ35Dhucr6UlVyLOtktd,74,0.00437,0.949,0.79,0.0,0.0816,-5.957,0.0756,117.002,0.807,8,1,4,,2008.0
Tattoo,Jordin Sparks,2007-11-20,['Jordin Sparks'],"['post-teen pop', 'dance pop', 'pop']",2008,30,233466,https://open.spotify.com/track/3Ui2jdyxbZQrZohfM0NOgG,https://i.scdn.co/image/ab67616d00001e02260e2444b3431b3b8b559bc3,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,63,0.431,0.566,0.766,0.0,0.101,-5.036,0.0399,168.005,0.547,2,1,4,,2007.0
See You Again,Meet Miley Cyrus,2007-06-26,['Miley Cyrus'],['pop'],2008,31,190453,https://open.spotify.com/track/3AjyOYxBv8bByfBtG5o9dP,https://i.scdn.co/image/ab67616d00001e02ecefbb245706615f71036b9e,spotify:track:3AjyOYxBv8bByfBtG5o9dP,70,0.015,0.692,0.911,7.71E-05,0.112,-5.098,0.177,138.975,0.8,9,0,4,,2007.0
Shake It,Metro Station,2007-09-18,['Metro Station'],"['electropowerpop', 'pop punk', 'pixie', 'neon pop punk']",2008,32,179946,https://open.spotify.com/track/5619Ojc6t9evEEs3B7Drhe,https://i.scdn.co/image/ab67616d00001e02bcd25f2bbe505682863c3df2,spotify:track:5619Ojc6t9evEEs3B7Drhe,69,0.00221,0.618,0.955,3.09E-06,0.486,-3.836,0.0798,150.034,0.79,4,1,4,,2007.0
Stop And Stare,Dreaming Out Loud,2007-01-01,['OneRepublic'],"['piano rock', 'pop']",2008,33,223853,https://open.spotify.com/track/48s0QHJgmiNsth3WEO6U4M,https://i.scdn.co/image/ab67616d00001e0234ef81d1ff3b4682a4e97f70,spotify:track:48s0QHJgmiNsth3WEO6U4M,62,0.0659,0.492,0.859,0.0,0.0756,-4.274,0.0332,92.474,0.251,4,1,4,,2007.0
Take You There,Sean Kingston,2008-03-11,['Sean Kingston'],"['dance pop', 'miami hip hop', 'pop']",2008,34,236693,https://open.spotify.com/track/6AdLyvisRKHLAwARaZMGr6,https://i.scdn.co/image/ab67616d00001e02f7bfc1a13e585524bcd3d376,spotify:track:6AdLyvisRKHLAwARaZMGr6,67,0.0182,0.752,0.921,0.0,0.256,-4.321,0.0696,115.033,0.634,5,0,4,,2008.0
Paper Planes,Kala,2007-08-20,['M.I.A.'],"['neo-synthpop', 'indietronica', 'escape room', 'new rave']",2008,35,205200,https://open.spotify.com/track/1ixbwbeBi5ufN4noUKmW5a,https://i.scdn.co/image/ab67616d00001e02a8ea5b2ab46dc5fc899ef81e,spotify:track:1ixbwbeBi5ufN4noUKmW5a,79,0.033,0.447,0.848,7.46E-05,0.65,-6.175,0.222,172.253,0.485,2,1,4,,2007.0
Hot N Cold,One Of The Boys,2008-06-17,['Katy Perry'],['pop'],2008,36,220226,https://open.spotify.com/track/1y4eb6hmAvsqlDOl3fx9kk,https://i.scdn.co/image/ab67616d00001e02cd3978ebe35d93a07249b97f,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,73,7.95E-05,0.706,0.841,0.0,0.0688,-3.956,0.0418,132.032,0.861,7,1,4,,2008.0
Live Your Life,Paper Trail,2008-09-07,"['T.I.', 'Rihanna']","['gangster rap', 'southern hip hop', 'urban contemporary', 'rap', 'dirty south rap', 'trap', 'pop', 'atl hip hop', 'hip hop', 'pop rap', 'barbadian pop']",2008,37,338853,https://open.spotify.com/track/3jlbL2OTD5YmIunYzgQTAN,https://i.scdn.co/image/ab67616d00001e02b6d4478c6f91f1cb2d326c78,spotify:track:3jlbL2OTD5YmIunYzgQTAN,77,0.071,0.375,0.862,0.0,0.211,-3.363,0.255,159.841,0.478,11,0,4,,2008.0
"Bust It Baby, Pt. 2 (feat. Ne-Yo)",Definition of Real,2008-06-10,"['Plies', 'Ne-Yo']","['southern hip hop', 'dance pop', 'miami hip hop', 'urban contemporary', 'dirty south rap', 'trap', 'pop', 'r&b']",2008,38,240760,https://open.spotify.com/track/0exb0K7vsjf5bXWLJJhAuF,https://i.scdn.co/image/ab67616d00001e0263130d152ee0f8e56b9790d4,spotify:track:0exb0K7vsjf5bXWLJJhAuF,63,0.154,0.648,0.801,0.0,0.339,-7.24,0.167,78.946,0.807,5,0,4,,2008.0
American Boy,Shine,2008-03-28,"['Estelle', 'Kanye West']","['rap', 'chicago rap', 'hip hop', 'neo soul', 'r&b']",2008,39,284733,https://open.spotify.com/track/6etwirSInfuJrSOlogS6Sh,https://i.scdn.co/image/ab67616d00001e0298dc3e242a818007dd67b7c5,spotify:track:6etwirSInfuJrSOlogS6Sh,79,0.171,0.693,0.729,0.0,0.07,-2.99,0.378,117.848,0.521,0,1,4,,2008.0
Got Money,Tha Carter III,2008-06-10,"['Lil Wayne', 'T-Pain']","['gangster rap', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'new orleans rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2008,40,244626,https://open.spotify.com/track/46lIt6GmL0VkkbuUyGDbCs,https://i.scdn.co/image/ab67616d00001e0233ebdffaa447ff19ce9f24bb,spotify:track:46lIt6GmL0VkkbuUyGDbCs,60,0.00188,0.694,0.661,0.0,0.676,-4.847,0.118,82.48,0.702,7,1,4,,2008.0
Our Song,Taylor Swift,2006-10-24,['Taylor Swift'],['pop'],2008,41,201106,https://open.spotify.com/track/15DeqWWQB4dcEWzJg15VrN,https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c,spotify:track:15DeqWWQB4dcEWzJg15VrN,76,0.111,0.668,0.672,0.0,0.329,-4.931,0.0303,89.011,0.539,2,1,4,,2006.0
Damaged,Welcome to the Dollhouse,2008-03-17,['Danity Kane'],"['hip pop', 'dance pop', 'urban contemporary', 'girl group', 'r&b']",2008,42,244266,https://open.spotify.com/track/4yHFxB8kzzeuNvoouR8N0N,https://i.scdn.co/image/ab67616d00001e02935232bd7c0ad23baca6d1f2,spotify:track:4yHFxB8kzzeuNvoouR8N0N,58,0.0912,0.774,0.653,0.0,0.151,-5.158,0.05,120.01,0.818,8,0,4,,2008.0
A Milli,Tha Carter III,2008-06-10,['Lil Wayne'],"['rap', 'new orleans rap', 'trap', 'hip hop', 'pop rap']",2008,43,221840,https://open.spotify.com/track/6ScJMrlpiLfZUGtWp4QIVt,https://i.scdn.co/image/ab67616d00001e0233ebdffaa447ff19ce9f24bb,spotify:track:6ScJMrlpiLfZUGtWp4QIVt,71,0.0387,0.674,0.695,0.00202,0.194,-8.636,0.278,151.486,0.773,6,0,4,,2008.0
Sorry,15,2006-04-11,['Buckcherry'],"['nu metal', 'hard rock', 'post-grunge', 'alternative metal', 'glam metal', 'sleaze rock']",2008,44,228386,https://open.spotify.com/track/0EbnUc05YEKhZRKgbrZWpq,https://i.scdn.co/image/ab67616d00001e026aef1326a3af9658b6a84dde,spotify:track:0EbnUc05YEKhZRKgbrZWpq,60,0.0315,0.54,0.773,0.0,0.176,-3.627,0.0288,130.952,0.381,2,1,4,,2006.0
Independent (feat. Lil' Boosie and Lil' Phat),Savage Life 2,2008-02-25,"['Webbie', 'Boosie Badazz', 'Lil Phat']","['baton rouge rap', 'southern hip hop', 'crunk', 'memphis hip hop', 'dirty south rap', 'trap']",2008,45,250026,https://open.spotify.com/track/65D95SmygxGCQGiI64eaZf,https://i.scdn.co/image/ab67616d00001e0234edf359b2d8619db7455c6f,spotify:track:65D95SmygxGCQGiI64eaZf,58,0.00113,0.725,0.431,0.0,0.14,-5.988,0.0707,174.083,0.199,1,0,4,,2008.0
Can't Believe It (feat. Lil' Wayne),Three Ringz (Thr33 Ringz) [Expanded Edition],2008-11-11,"['T-Pain', 'Lil Wayne']","['gangster rap', 'southern hip hop', 'dance pop', 'urban contemporary', 'rap', 'new orleans rap', 'trap', 'hip hop', 'pop rap', 'r&b']",2008,46,273826,https://open.spotify.com/track/4D2cYdHqk8tu65jUig4OcN,https://i.scdn.co/image/ab67616d00001e02071774b4c7a8c93855efe6be,spotify:track:4D2cYdHqk8tu65jUig4OcN,63,0.0018,0.649,0.515,0.0,0.0773,-8.869,0.0486,89.828,0.0766,10,0,4,,2008.0
Like You'll Never See Me Again,Inesquecivel Sao Paulo Brazil (Live From Allianz Parque Sao Paulo Brazil),2023-05-09,['Alicia Keys'],"['neo soul', 'pop', 'r&b']",2008,47,394450,https://open.spotify.com/track/0ognsv63Drh1t0yUQ3uPTt,https://i.scdn.co/image/ab67616d00001e0268461339bb933b31bff23988,spotify:track:0ognsv63Drh1t0yUQ3uPTt,47,0.198,0.705,0.491,0.00201,0.933,-10.126,0.0351,118.004,0.387,7,1,4,,2023.0
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,2006-10-24,['Taylor Swift'],['pop'],2008,48,203040,https://open.spotify.com/track/7zMcNqs55Mxer82bvZFkpg,https://i.scdn.co/image/ab67616d00001e022f8c0fd72a80a93f8c53b96c,spotify:track:7zMcNqs55Mxer82bvZFkpg,70,0.288,0.621,0.417,0.0,0.119,-6.941,0.0231,99.953,0.289,10,1,4,,2006.0
When I Grow Up,Doll Domination (Deluxe),2008-09-23,['The Pussycat Dolls'],"['girl group', 'dance pop', 'pop']",2008,49,245680,https://open.spotify.com/track/21pySLskKIKrhDziCX5ojQ,https://i.scdn.co/image/ab67616d00001e026d87f7b4c9ef7218c07df53c,spotify:track:21pySLskKIKrhDziCX5ojQ,73,0.00165,0.671,0.685,0.0,0.398,-5.762,0.05,118.449,0.368,11,0,4,,2008.0
Sexual Eruption,Sexual Eruption,2008-01-01,['Snoop Dogg'],"['gangster rap', 'rap', 'west coast rap', 'g funk', 'hip hop', 'pop rap']",2008,50,245440,https://open.spotify.com/track/3nTHTulZtTJoM3cBJTuHrJ,https://i.scdn.co/image/ab67616d00001e0205fe43641376109fc834d766,spotify:track:3nTHTulZtTJoM3cBJTuHrJ,38,0.00643,0.773,0.812,2.21E-06,0.0719,-3.992,0.0988,120.203,0.465,11,1,4,,2008.0
What You Got,Colby O,2008-01-01,"[""Colby O'Donis"", 'Akon']",['dance pop'],2008,51,243013,https://open.spotify.com/track/3MldzywZOH4Uci6bq9noyJ,https://i.scdn.co/image/ab67616d00001e024e177a88f6b6de3d5114c2f2,spotify:track:3MldzywZOH4Uci6bq9noyJ,62,0.0327,0.775,0.641,0.0,0.18,-6.718,0.038,119.974,0.305,1,1,4,,2008.0
It's Not My Time,3 Doors Down,2008-01-01,['3 Doors Down'],"['post-grunge', 'alternative metal', 'rock', 'nu metal']",2008,52,241960,https://open.spotify.com/track/0uybt73QFXaLCoxuVf6fhm,https://i.scdn.co/image/ab67616d00001e0283341df0f125e14e22838afa,spotify:track:0uybt73QFXaLCoxuVf6fhm,65,0.00133,0.532,0.935,8.37E-06,0.106,-4.798,0.0619,128.025,0.309,0,1,4,,2008.0
Better in Time,Spirit,,['Leona Lewis'],"['talent show', 'dance pop', 'british soul', 'pop']",2008,53,234173,https://open.spotify.com/track/2iXBZ32Fz5VDCLeE0JIdX5,https://i.scdn.co/image/ab67616d00001e0234fd9eb8cd48e518598aec55,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,68,0.512,0.584,0.7,2.43E-05,0.13,-4.251,0.0506,163.953,0.549,6,1,4,,
Crank That (Soulja Boy),souljaboytellem.com,2007-01-01,['Soulja Boy'],"['southern hip hop', 'dance pop', 'rap', 'trap', 'atl hip hop', 'chicago bop', 'pop rap']",2008,54,221933,https://open.spotify.com/track/66TRwr5uJwPt15mfFkzhbi,https://i.scdn.co/image/ab67616d00001e028a6a328ced07af494400584b,spotify:track:66TRwr5uJwPt15mfFkzhbi,77,0.515,0.736,0.74,0.0,0.0468,-2.18,0.0786,140.141,0.803,0,1,4,,2007.0
Shadow of the Day,Minutes to Midnight,2007-05-14,['Linkin Park'],"['nu metal', 'post-grunge', 'alternative metal', 'rock', 'rap metal']",2008,55,290360,https://open.spotify.com/track/0OYcEfskah1egYHjYRvbg1,https://i.scdn.co/image/ab67616d00001e0246e207de66ba06422897f769,spotify:track:0OYcEfskah1egYHjYRvbg1,68,0.00479,0.534,0.393,0.0107,0.107,-7.813,0.0292,110.007,0.0641,11,1,4,,2007.0
"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)","Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",2007-08-14,"['Wyclef Jean', 'Akon', 'Lil Wayne', 'Niia']","['rap kreyol', 'dance pop', 'rap', 'new orleans rap', 'trap', 'hip hop', 'pop rap']",2008,56,241133,https://open.spotify.com/track/4liGjmhCupa7RP9JaQELYx,https://i.scdn.co/image/ab67616d00001e021e845be51fa079ea1eff1131,spotify:track:4liGjmhCupa7RP9JaQELYx,59,0.0772,0.733,0.744,0.0,0.341,-3.51,0.0553,92.515,0.529,1,1,4,,2007.0
Miss Independent,Year Of The Gentleman (Bonus Track Edition),2008-01-01,['Ne-Yo'],"['urban contemporary', 'dance pop', 'pop', 'r&b']",2008,57,232000,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q,https://i.scdn.co/image/ab67616d00001e025694163d7c4ab48251e9b57c,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,78,0.522,0.673,0.683,0.0,0.235,-5.693,0.115,171.86,0.713,1,1,4,,2008.0
Fall for You,A Twist in My Story,2008-05-13,['Secondhand Serenade'],"['piano rock', 'pixie', 'pop punk', 'neon pop punk']",2008,58,183600,https://open.spotify.com/track/2fywBLXK9GQi8YR8C8d3c4,https://i.scdn.co/image/ab67616d00001e0203369f66d5e71faab15a0751,spotify:track:2fywBLXK9GQi8YR8C8d3c4,68,0.177,0.396,0.451,0.0,0.103,-7.109,0.0362,169.518,0.358,0,1,4,,2008.0
In the Ayer (feat. will.I.am),Mail on Sunday,2008-03-17,"['Flo Rida', 'will.i.am']","['dance pop', 'miami hip hop', 'pop rap', 'pop']",2008,59,220506,https://open.spotify.com/track/6RpiAj9Ofv0Uqp6n2OuRoh,https://i.scdn.co/image/ab67616d00001e02f9bd7a6c772ac496015be3f8,spotify:track:6RpiAj9Ofv0Uqp6n2OuRoh,57,0.00456,0.83,0.746,0.0,0.26,-6.286,0.0579,125.992,0.646,5,0,4,,2008.0
Who Says,Battle Studies,2009-11-13,['John Mayer'],"['neo mellow', 'singer-songwriter']",2008,60,175480,https://open.spotify.com/track/0HLWvLKQWpFdPhgk6ym58n,https://i.scdn.co/image/ab67616d00001e021e3dbe4453ed61633c472fbe,spotify:track:0HLWvLKQWpFdPhgk6ym58n,67,0.267,0.584,0.509,0.00252,0.36,-13.109,0.0287,90.457,0.367,2,1,4,,2009.0
One Step At a Time,Jordin Sparks,2007-11-20,['Jordin Sparks'],"['post-teen pop', 'dance pop', 'pop']",2008,61,205160,https://open.spotify.com/track/5o4W6yWSJD9e9Ea8YC9WjF,https://i.scdn.co/image/ab67616d00001e02260e2444b3431b3b8b559bc3,spotify:track:5o4W6yWSJD9e9Ea8YC9WjF,64,0.0825,0.766,0.692,0.0,0.0384,-4.672,0.0289,102.028,0.691,1,1,4,,2007.0
Hate That I Love You,Good Girl Gone Bad,2007-01-01,"['Rihanna', 'Ne-Yo']","['dance pop', 'urban contemporary', 'pop', 'barbadian pop', 'r&b']",2008,62,219000,https://open.spotify.com/track/669Zz4glMcFwFl1BRltkXP,https://i.scdn.co/image/ab67616d00001e02b9ff0a5f40d3406aed5e5e3b,spotify:track:669Zz4glMcFwFl1BRltkXP,60,0.323,0.637,0.73,0.0,0.0982,-5.38,0.0874,93.867,0.732,5,0,4,,2007.0
Superstar (feat. Matthew Santos),Lupe Fiasco's The Cool,2007-01-01,"['Lupe Fiasco', 'Matthew Santos']","['political hip hop', 'southern hip hop', 'rap', 'chicago rap', 'hip hop', 'pop rap', 'conscious hip hop']",2008,63,289000,https://open.spotify.com/track/7dltD9eEX7X1zk8JJ9BS0e,https://i.scdn.co/image/ab67616d00001e02c3244d303444a43b933b9bf4,spotify:track:7dltD9eEX7X1zk8JJ9BS0e,66,0.207,0.572,0.822,0.0,0.359,-6.015,0.361,94.812,0.472,11,0,4,,2007.0
Suffocate - Superclean,Back Of My Lac',2007-01-01,['J. Holiday'],"['hip pop', 'southern hip hop', 'urban contemporary', 'contemporary r&b', 'r&b']",2008,64,220053,https://open.spotify.com/track/3nJjIYchBNkYm7B8XfJf5N,https://i.scdn.co/image/ab67616d00001e02aa365908e5b4c1f1e9b40c92,spotify:track:3nJjIYchBNkYm7B8XfJf5N,59,0.64,0.458,0.445,0.0,0.118,-8.391,0.361,82.82,0.447,9,0,5,,2007.0
Let It Rock,In The City,2008-01-01,"['Kevin Rudolf', 'Lil Wayne']","['wrestling', 'rap', 'new orleans rap', 'trap', 'pop rap', 'hip hop']",2008,65,231173,https://open.spotify.com/track/6TrNRd98WksT9Kkmx9uj6R,https://i.scdn.co/image/ab67616d00001e022442cdde190f8a1112e084ee,spotify:track:6TrNRd98WksT9Kkmx9uj6R,67,0.000683,0.607,0.783,0.0,0.0678,-4.41,0.0397,113.172,0.434,7,1,4,,2008.0
Get Like Me,The Greatest Story Ever Told,,"['David Banner', 'Chris Brown', 'Yung Joc']","['southern hip hop', 'crunk', 'rap', 'mississippi hip hop', 'dirty south rap', 'trap', 'r&b', 'atl hip hop', 'conscious hip hop']",2008,66,224546,https://open.spotify.com/track/2IBF9lQ9lgVai8LkskI5L7,https://i.scdn.co/image/ab67616d00001e022b1c9cb05706730574b427ca,spotify:track:2IBF9lQ9lgVai8LkskI5L7,58,0.00312,0.609,0.751,0.0,0.228,-4.198,0.488,60.896,0.653,1,1,3,,
Realize,Coco,2007-01-01,['Colbie Caillat'],"['neo mellow', 'dance pop', 'pop']",2008,67,244106,https://open.spotify.com/track/5OGkKx8jP0A5KSULEc6XYZ,https://i.scdn.co/image/ab67616d00001e02d8126126dc45e87c32ad916d,spotify:track:5OGkKx8jP0A5KSULEc6XYZ,57,0.13,0.693,0.594,0.0,0.115,-6.408,0.0325,123.932,0.192,1,1,4,,2007.0
Put On,The Recession,2008-01-01,"['Jeezy', 'Kanye West']","['gangster rap', 'southern hip hop', 'crunk', 'rap', 'dirty south rap', 'trap', 'old school atlanta hip hop', 'chicago rap', 'atl hip hop', 'hip hop']",2008,68,321293,https://open.spotify.com/track/5dANgSy7v091dhiPnEXNrf,https://i.scdn.co/image/ab67616d00001e02fb03f374f2e6bb50b48af91a,spotify:track:5dANgSy7v091dhiPnEXNrf,70,0.00342,0.654,0.77,0.0,0.0887,-6.091,0.0353,137.616,0.272,9,0,4,,2008.0
The Time of My Life,David Cook,2008-11-18,['David Cook'],"['idol', 'talent show', 'neo mellow']",2008,69,216146,https://open.spotify.com/track/6avyV3xlz2UFeiAUZ0SqyT,https://i.scdn.co/image/ab67616d00001e0208873c3a0de3f455f07d904a,spotify:track:6avyV3xlz2UFeiAUZ0SqyT,54,0.0541,0.414,0.578,0.0,0.124,-6.383,0.0287,154.96,0.281,8,1,3,,2008.0
"Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version",Last 2 Walk,2008-06-21,"['Three 6 Mafia', 'Project Pat', 'Young-D', 'Superpower']","['gangster rap', 'southern hip hop', 'crunk', 'memphis hip hop', 'dirty south rap', 'trap', 'tennessee hip hop']",2008,70,251373,https://open.spotify.com/track/4xWMTkwknjh8FzxNrkwLl6,https://i.scdn.co/image/ab67616d00001e02ee669a2eba58523cc2ca4ec4,spotify:track:4xWMTkwknjh8FzxNrkwLl6,53,0.0188,0.89,0.946,0.000128,0.11,-5.673,0.0489,120.0,0.872,2,1,4,,2008.0
Cyclone (feat. T-Pain) - Main,Cyclone (feat. T-Pain) [Main],2007-07-31,"['Baby Bash', 'T-Pain']","['gangster rap', 'southern hip hop', 'dance pop', 'latin hip hop', 'texas latin rap', 'urban contemporary', 'rap', 'trap', 'chicano rap', 'pop rap', 'hip hop', 'r&b']",2008,71,222053,https://open.spotify.com/track/0x1LCpY9Rgeq97VPajm81B,https://i.scdn.co/image/ab67616d00001e020e1b13f3c09bddf584e8797c,spotify:track:0x1LCpY9Rgeq97VPajm81B,64,0.0112,0.644,0.725,0.0,0.146,-4.618,0.0701,77.977,0.584,11,1,4,,2007.0
Love Like This (feat. Sean Kingston),Pocketful Of Sunshine,2007-04-27,"['Natasha Bedingfield', 'Sean Kingston']","['post-teen pop', 'dance pop', 'miami hip hop', 'pop']",2008,72,222293,https://open.spotify.com/track/49ppqF73rOz5Nyt1paRxIF,https://i.scdn.co/image/ab67616d00001e02861f87fea3ad0f7b23453780,spotify:track:49ppqF73rOz5Nyt1paRxIF,61,0.145,0.781,0.791,0.0,0.127,-3.903,0.0468,76.998,0.902,7,0,4,,2007.0
Burnin' Up,A Little Bit Longer,2008-08-12,['Jonas Brothers'],"['boy band', 'pop']",2008,73,175093,https://open.spotify.com/track/2VEsmoek0sol9MnJFyoG9e,https://i.scdn.co/image/ab67616d00001e026052733814bd844a5955f1b1,spotify:track:2VEsmoek0sol9MnJFyoG9e,73,0.0296,0.667,0.954,0.0,0.331,-3.462,0.0817,114.03,0.807,2,1,4,,2008.0
Love Lockdown,808s & Heartbreak,2008-11-24,['Kanye West'],"['chicago rap', 'hip hop', 'rap']",2008,74,270306,https://open.spotify.com/track/1kxeWHF9PrCVZHvVskv8lg,https://i.scdn.co/image/ab67616d00001e02346d77e155d854735410ed18,spotify:track:1kxeWHF9PrCVZHvVskv8lg,66,0.0542,0.76,0.524,0.5,0.112,-7.67,0.0323,119.603,0.112,1,0,4,,2008.0
I Luv Your Girl,Love/Hate,2007-01-01,['The-Dream'],"['hip pop', 'southern hip hop', 'urban contemporary', 'dirty south rap', 'trap', 'r&b']",2008,75,267866,https://open.spotify.com/track/3wkNK8tJZ2stygNJm8RCRD,https://i.scdn.co/image/ab67616d00001e02c0272c5b4cba114ea0fb9e5c,spotify:track:3wkNK8tJZ2stygNJm8RCRD,65,0.014,0.723,0.322,0.0,0.119,-9.702,0.0341,90.063,0.0406,8,1,4,,2007.0
